user_id,recommend
76561198021244661,True
76561198088538797,True
deployablearchnagel,True
rotflmaoman,True
76561198020928326,True
76561198039874575,True
arronlim13,True
Mackus1011,True
Mackus1011,True
Mackus1011,True
Mackus1011,True
76561198041877981,False
76561198041877981,True
blowjobsfurdayzandgayz,True
blowjobsfurdayzandgayz,False
blowjobsfurdayzandgayz,True
blowjobsfurdayzandgayz,False
76561198082992295,True
76561198082992295,True
76561198082992295,True
76561198082992295,True
LaLocaDeLosDulces,True
76561198091740831,True
Aurora99,True
Aurora99,True
Aurora99,True
Aurora99,True
Aurora99,True
Aurora99,False
Aurora99,True
Aurora99,True
Aurora99,True
76561198053071988,False
76561198078730600,True
auzzie_96,True
fatrangacuntnolifevirgin,True
76561198064150679,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
de_triggered,True
76561198071748311,True
Azrafael,True
Azrafael,True
TeH-B-Rad,True
TeH-B-Rad,True
gamerdude7892,True
2ez4medick,True
BBBirb,True
BBBirb,True
AgentXiri,True
76561197998761331,True
76561198096750939,True
potatoskins,True
76561198074409406,False
H-Alo,True
420Blz,True
76561198076548816,True
76561198076548816,False
76561198076548816,True
76561198076548816,True
76561198076548816,True
chillrend,True
chillrend,True
chillrend,True
chillrend,True
BarretaJrs,True
Gborges,True
76561198095142204,True
BOB_200,True
BOB_200,True
76561198070735033,False
76561198051148175,True
76561198047208452,True
76561198047208452,True
76561198047208452,True
generalale,True
generalale,True
generalale,True
76561198071234254,True
76561198071234254,True
76561198071234254,True
76561198071234254,True
76561198071234254,True
76561198165870150,True
76561198165870150,True
76561197988934555,True
76561197988934555,True
76561197988934555,True
76561197988934555,True
76561198071162228,True
76561198047304525,True
76561197994969639,True
JuanManSnipez,True
Bennysaputra,True
76561198067021476,True
76561198067021476,True
76561198067021476,True
76561198067021476,True
76561198067021476,True
76561198045071942,True
Bhappiikhat,True
Ahahahahahahahahahahahahahahaha,True
Ahahahahahahahahahahahahahahaha,False
BITCHPLESE,True
BITCHPLESE,False
BITCHPLESE,True
Too_1337,True
Too_1337,True
kinglemon1222,True
76561198007342405,True
76561198007342405,False
76561198007342405,True
76561198081885254,True
76561198034643189,True
LlamasInNigjamas,True
CHAAANG,True
CHAAANG,True
76561198077586769,True
76561198028483487,True
Ghoster09,True
Ghoster09,True
Ghoster09,True
76561198081496844,True
180577,True
Barridos,True
Blackhawk611,True
76561198042728201,True
76561198042728201,True
hbk1462,True
76561198088724903,True
76561198057521157,True
76561198057521157,True
76561198057521157,False
76561198057521157,True
76561198053766465,True
FHK,True
76561198030735076,True
76561198030735076,False
76561197970931849,True
76561197970931849,True
76561197970931849,False
rrbr,False
rrbr,True
13lazer,True
76561198044344399,True
76561197999613236,True
76561197999613236,True
76561197999613236,True
76561197999613236,True
76561198062288797,True
76561198062288797,True
bokkkbokkk,True
bokkkbokkk,True
Bonesdontrattlethem,True
76561198062403736,True
76561198062403736,True
76561198073642113,True
76561198073642113,True
76561198073642113,True
76561198211433640,True
76561198211433640,True
ilyjoepoe,True
Mantrouminati,True
hididdlyhoe,True
hididdlyhoe,True
probotsteve,False
76561197977543317,False
76561198024450886,True
brettebear,True
metiqu,True
Brianseb,True
Brianseb,True
spike_heart,True
Br0wni3,True
76561198079351819,True
76561198093381429,True
76561198110065267,True
76561198110065267,True
76561198059167106,True
76561198105270589,True
76561198105270589,True
76561198105270589,True
76561198105270589,True
76561198074561346,True
76561198074561346,True
76561198074561346,True
76561198074561346,True
76561198074561346,True
76561198074561346,True
76561198074561346,True
76561198074561346,True
76561198087011672,True
busternut,True
busternut,True
busternut,True
busternut,True
busternut,True
76561198075981950,True
76561198075981950,True
Butteryyy,True
76561198079326390,True
76561198079326390,False
76561198142749308,True
76561198142749308,True
Butterz,True
8789568,True
76561198112547239,True
1122305938,True
1122305938,True
1122305938,True
1122305938,False
76561198069050565,True
76561198069050565,False
Cabjoy,True
76561198082278758,False
Stormaggen,True
gusvu,True
gusvu,True
76561198051084367,True
76561198044402508,True
76561197996741396,True
calii,True
calii,True
calii,True
76561198084718144,True
76561198077034833,True
camquarter,True
aquelecaraqfazaquilo,False
aquelecaraqfazaquilo,True
aquelecaraqfazaquilo,False
aquelecaraqfazaquilo,True
aquelecaraqfazaquilo,True
aquelecaraqfazaquilo,False
aquelecaraqfazaquilo,True
aquelecaraqfazaquilo,True
aquelecaraqfazaquilo,True
aquelecaraqfazaquilo,True
76561198079009374,True
jonjon4351,True
ThePyrite99,True
CAPTAINVRITRAS,True
76561198078194423,True
76561198067657905,True
76561198070072786,True
76561198070072786,True
76561198070072786,True
76561197966764681,True
76561198007988939,True
76561197996092338,True
carouserwhite,True
carouserwhite,True
carouserwhite,True
76561198045631910,True
76561198078670623,True
76561198078670623,True
Lord_Casso,True
Lord_Casso,True
Lord_Casso,True
76561198058789410,True
76561198070087725,True
fsfs546hd,True
76561198032143135,True
CrazyGiraffe71,True
asdasdfsadgdfhfgjggj,True
asdasdfsadgdfhfgjggj,True
elheat,True
melonmaniac,True
melonmaniac,True
76561198048491595,True
charmaps5,True
mexz1999,False
mexz1999,True
mexz1999,True
76561198051215704,True
76561198051215704,True
76561198051215704,True
76561198058842042,False
76561198074291619,True
Axzothrift,True
76561198283109848,True
harharharharhar,True
76561198056960847,True
76561198056960847,True
76561198052700471,False
76561198097450390,False
76561198097450390,True
76561198097450390,True
76561198097450390,False
76561198078733772,True
76561198061273070,True
76561198037342853,True
76561198062869989,True
76561198062869989,True
76561198062869989,True
76561198062869989,True
harrisonnorris,True
harrisonnorris,True
Los_Shmurdos,True
Mikinmash,True
mike14476,True
mike14476,True
mike14476,True
Clawz3z,True
76561198079650317,True
76561198061039259,True
76561198061039259,True
76561198061039259,False
76561198074202726,True
76561198074347537,True
SurfChicken,True
69bmw,True
69bmw,False
76561198078246064,True
76561198078246064,True
iamshingo,True
Rafantasma,True
76561198049614185,True
76561198049614185,True
76561198049614185,True
76561198049614185,False
76561198049614185,True
76561198049614185,True
76561198049614185,True
76561198049614185,False
76561198049614185,True
jichaelcoaching,True
CompoBlue,False
ConjuredMadness,True
ConjuredMadness,True
ConjuredMadness,True
coolslayer666,True
cheese_is_illuminati,True
76561198081677554,True
76561198081677554,True
Gamercubeeyes,True
76561198091515229,True
cosmicguy22,True
Cosmonaut123456789,True
Cosmonaut123456789,True
Cosmonaut123456789,True
76561197971591275,True
TheCheekyOne,False
aProfileInTheMidOfNowhere,True
76561198107928649,True
76561198107928649,True
76561198107928649,False
76561198056352983,True
76561198104404617,True
76561198104404617,True
76561198104404617,True
76561198104404617,True
76561198104404617,True
76561198104404617,True
bruhbruhxd,True
bruhbruhxd,True
bruhbruhxd,True
Crazymac123,True
Crazymac123,True
Crazymac123,True
Crazymac123,True
76561198135673978,True
76561198077244610,True
76561198077244610,False
76561198063850360,True
76561198080465715,True
76561198064305132,True
76561198067214601,True
76561198067214601,True
76561198067214601,True
76561198067214601,True
76561198067214601,True
76561198067214601,True
76561198017913139,False
76561198017913139,True
76561198017913139,True
76561198017913139,False
OldLeakyBoat,True
fatkris,True
cruzercru,True
aweoplopo,True
76561198048024738,True
76561198048024738,True
76561198084976671,True
76561198084976671,True
76561198084976671,True
76561198084976671,True
THE_ART_OF_FEEDING,False
THE_ART_OF_FEEDING,True
76561197996190797,True
76561198082559637,True
76561198082559637,True
DKA013,True
DKA013,True
DKA013,False
76561198069345625,True
D00MS,True
76561198059201575,True
76561198059201575,True
DABLUICE,False
BlitzGames,True
BlitzGames,True
BlitzGames,True
DaftyTM,True
76561198012514677,True
76561198053111161,True
76561197970691715,True
76561198044888778,True
mainkradxdxdx,True
mainkradxdxdx,True
76561198101576470,True
76561198101576470,True
76561198101576470,True
76561198101576470,True
76561198101576470,True
Dantress,True
76561198079220364,False
76561198079220364,True
DarkDragonForce,True
76561198136941803,True
76561198078913614,True
76561198078913614,True
BOBROSSJPEGEXE,True
BOBROSSJPEGEXE,True
BOBROSSJPEGEXE,True
BOBROSSJPEGEXE,True
blablabla174,True
blablabla174,True
blablabla174,True
fatppl,True
datts,True
sirkillsalot1337,True
sirkillsalot1337,True
76561198082545803,True
76561198115099755,True
76561198195091390,True
76561198195091390,True
damayo,True
76561198084697858,True
76561198084697858,True
76561198008827809,True
76561198008827809,True
76561198008827809,True
dblddr,True
dblddr,True
deathbreath220,True
76561198084112448,True
76561198097730477,False
degen97,True
Qzt,False
Qzt,True
Qzt,True
Qzt,False
Qzt,True
Qzt,True
Qzt,True
76561198052661205,False
76561198052661205,True
76561198071716213,True
76561198071716213,True
76561198071716213,True
76561198065988138,True
76561198065988138,True
76561198065988138,True
Denied72,True
Denied72,True
76561198034337192,True
76561198056953510,False
76561198056953510,True
76561198047363411,True
GetMLGRekt,False
GetMLGRekt,True
BoyangBao,True
meeman,True
fuzzygrilz,True
fuzzygrilz,True
fuzzygrilz,True
76561198086282677,True
76561198086282677,True
76561198021745490,True
76561198057406795,True
76561198074942714,True
76561198091717988,True
76561198091717988,True
76561198091717988,True
76561198126500843,True
Des_Mondo,True
76561198066881691,True
76561198093191096,True
Device600,True
76561197971532272,False
76561197971532272,True
76561197971532272,True
wenndiesoldaten,True
TacticalLynx,True
djman56,True
76561198071578365,True
76561198054421576,False
76561198072486822,True
76561198077992470,True
76561198038374904,True
ShrikeShrikeShrikeShrikeShrike,True
ShrikeShrikeShrikeShrikeShrike,True
ShrikeShrikeShrikeShrikeShrike,True
ShrikeShrikeShrikeShrikeShrike,True
efefuyg3g4u5u22u4yv,True
efefuyg3g4u5u22u4yv,True
76561198058711482,True
dimitriirfan,True
Dobble,True
KingOfOpportunity,True
76561198103858676,True
1920410,False
76561198049760472,True
6294421419,True
6294421419,True
76561198081443272,True
76561198120646995,False
76561198120646995,True
76561198120646995,True
76561197990557433,True
diglekango,True
diglekango,True
76561197995098683,True
76561197995098683,True
DropBear99,True
banjoabbyshelly,True
swscorpian,True
swscorpian,True
swscorpian,True
swscorpian,True
swscorpian,True
durolan2535,True
Dragoten,False
Dragoten,True
76561198084378649,True
76561198172455607,True
DrMolo,True
76561198097534775,True
76561198097534775,True
76561198097534775,True
76561198097534775,True
DrumEssence,True
ashley1222,True
dubsdoge,True
76561198165512984,True
76561198165512984,True
76561198165512984,True
76561198165512984,False
mrenigmate,True
Axe603,True
76561198057119793,True
76561198057119793,True
JamesDurham23JubileeRd,True
JamesDurham23JubileeRd,True
JamesDurham23JubileeRd,True
JamesDurham23JubileeRd,False
JamesDurham23JubileeRd,False
JamesDurham23JubileeRd,True
JamesDurham23JubileeRd,True
Congo-Jack,True
76561198056288026,True
dyslexicdew,True
Dysloyal,True
Eack,True
Eack,True
76561198008263039,False
76561198049435011,True
76561198049435011,True
76561198084637047,True
76561198105310142,True
riseofnations231,True
76561198038840599,True
76561198038840599,True
76561198038840599,True
76561198038840599,True
76561198038840599,True
76561198038840599,True
SuccForCancer,True
hashandtag,True
hashandtag,True
hashandtag,True
76561198056254879,True
76561198056254879,False
ELCHUZZY69,True
76561198053858353,True
117331,True
susanoofag,True
eljefe2171,True
eljefe2171,True
eljefe2171,True
eljefe2171,False
eljefe2171,True
eljefe2171,True
eljefe2171,True
eljefe2171,True
76561198140431707,True
LapFucksTrax,True
LapFucksTrax,True
76561198047866299,True
76561198064445006,True
en-esta-partecita-esta-zacler,True
en-esta-partecita-esta-zacler,True
76561198075233562,True
EnderRay10420,True
EnderRay10420,True
Mr_Doge,True
76561198026040814,True
76561198026040814,True
76561198026040814,True
76561198059783767,False
PurpleGenius,True
76561198048256508,True
epicsquid,True
epicsquid,True
FedeAcv2,True
76561198097219763,True
76561198097219763,True
akiomio,True
76561198170217862,True
76561198117877658,True
76561198117877658,True
76561198117877658,True
76561198117877658,True
76561198073082088,True
EternumHD,True
SpecialSomeone,True
76561198041889877,False
76561198041889877,True
76561198041889877,True
76561198041889877,True
76561198041889877,True
76561198054332392,False
76561198054332392,True
76561198014848587,True
76561198064260593,True
76561198064260593,True
76561198064260593,True
hayen-,True
76561198068174077,True
76561198028187926,True
ExtraEdition,True
76561198088408984,False
76561198088408984,True
76561198088408984,True
76561198094506909,False
76561198094506909,False
76561198046912445,True
76561198046912445,False
76561198046912445,True
76561198046912445,True
falynax,True
falynax,False
PlainLukekil,True
76561198103524411,True
76561198103524411,True
76561198103524411,True
rockethaul,True
76561198106239471,True
76561198085107826,True
76561198073714126,True
whyiscustomurlathing,False
FeatInk,True
FeatInk,True
FeatInk,True
FeatInk,True
FeatInk,True
FeatInk,True
FeatInk,True
FeatInk,True
bigprenis,False
bigprenis,True
bigprenis,True
bigprenis,True
76561198068086235,True
dahaydos,True
dahaydos,True
dahaydos,False
dahaydos,True
dahaydos,True
dahaydos,True
dahaydos,True
dahaydos,True
matt20131,True
matt20131,True
76561198090768760,True
Mrawes0m3,True
Mrawes0m3,True
Mrawes0m3,True
InsightXIVC,True
InsightXIVC,True
76561198054211660,True
76561198054211660,True
76561198054211660,True
Fetolino,False
Fetolino,True
76561198032373589,True
76561198032373589,True
76561198032373589,True
76561197960425229,True
76561198057473311,True
76561198057473311,True
76561198068825441,False
LetsBeOn,True
76561198075229095,True
76561198003855855,True
76561198003855855,True
OH_MY_GOSH,False
modtech,False
modtech,True
modtech,True
modtech,True
modtech,False
modtech,True
Fliqi,True
adderz308,True
76561198021135914,True
treemasterrace,True
76561198162487321,True
76561198162487321,True
76561198162487321,True
76561198162487321,True
Anthonybasso,True
Anthonybasso,True
76561198081848896,True
76561198044471846,True
76561198044471846,True
TruBru,True
TruBru,True
76561197995338574,True
76561197995338574,True
76561197995338574,True
76561197995338574,True
76561197995338574,True
76561198094830975,True
joshj23,True
76561198007208545,False
bradon745,True
iConnor_,True
iConnor_,True
iConnor_,True
iConnor_,True
iConnor_,True
iConnor_,True
76561198093394236,True
76561198091938654,True
76561198091938654,True
76561198091938654,True
76561198091938654,True
dankememesforsweatyteens,True
76561198045421572,True
mudswipe,True
dazahh,True
dazahh,False
dazahh,True
dazahh,True
76561198019669521,False
76561197985634755,True
76561198067938749,True
76561198141880878,False
76561198071928116,True
jb2481,True
xKillerInstinct,True
galvanicturtles,True
JorazGamerGuy,True
JorazGamerGuy,True
JorazGamerGuy,True
76561198089131001,True
tcase42,True
Has2Ragretz,True
76561198060072424,True
76561198060072424,True
76561198060072424,True
76561198060072424,False
SGSChief,True
haonman,False
HeavyfromHell,True
HeavyfromHell,True
gfire555,True
gfire555,True
76561198050768829,False
76561198036861500,True
76561198088472271,True
GiBaPEzLife,True
GiBaPEzLife,True
76561198079080583,True
76561198079080583,True
gillinator,True
Wazzaa_man,True
Glenbluey,True
Glenbluey,True
Glenbluey,True
Glenbluey,True
76561198071445832,False
76561198048230501,True
76561198048230501,True
Fishisaurus,True
Turntaker,True
Govostype0406,True
Govostype0406,True
Govostype0406,True
76561198003189312,True
76561198149213236,True
FullTimeSilver3,True
76561198100417292,True
76561198100417292,True
76561198016940185,True
ReapersHunt,False
luduwick,True
luduwick,True
luduwick,True
luduwick,True
GirlzLikeBears,True
TheWaterGod,True
sphix,True
sphix,True
sphix,True
76561198070892581,True
GuihZito,True
Spiritedaway1,True
76561198062447997,True
gusso10_,True
Habbyman,True
76561197970519408,False
Haelnorr,True
Haelnorr,True
Haelnorr,True
76561198082179266,True
Haitroid,False
Haitroid,True
Haitroid,True
76561198074079694,True
Halio99,True
Halio99,True
Halio99,True
HallowedDragon,True
HamThePanMan,True
76561198043275956,True
76561198043275956,True
76561198065866954,True
supersushi987,True
supersushi987,True
sopramudar,True
76561198038572397,True
76561198081776244,True
76561198077993857,False
76561198077993857,True
TittyDestroyer,True
xxxkennySopxxx,True
xxxkennySopxxx,True
xxxkennySopxxx,True
xxxkennySopxxx,True
xxxkennySopxxx,True
xxxkennySopxxx,True
76561198083095219,True
HAramabeeHarrrisssooon,True
HAramabeeHarrrisssooon,True
HAramabeeHarrrisssooon,True
DANKESTMEMEMACHINEEVER,True
DANKESTMEMEMACHINEEVER,True
76561198072072529,True
76561198121314683,True
76561198121314683,True
76561198123168383,True
Harv3yy,True
Harv3yy,True
76561198046718131,True
Rambo1061,True
Rambo1061,False
Rambo1061,True
Rambo1061,True
corhodzic,True
hawaiianisswag,True
Nzatz,True
Nzatz,True
Nzatz,True
Nzatz,True
Nzatz,True
Nzatz,True
Nzatz,True
Nzatz,True
76561198070092383,True
hecaton_john,True
hecaton_john,True
hecaton_john,True
76561198088531301,True
76561198088531301,True
76561198042879129,True
76561198042879129,True
76561198042879129,True
76561198042879129,True
76561198042879129,True
HeliDash,True
punkinoz,True
imsufferingkillme,True
imsufferingkillme,True
PimpIt,True
PimpIt,True
76561198062484829,True
76561198062484829,True
76561198062484829,True
76561198062484829,True
76561198062484829,True
76561198062484829,True
76561198062484829,True
76561198062484829,True
76561198062484829,True
76561198062484829,True
76561198055335886,True
76561198070690856,True
76561198045953692,True
76561198045953692,True
216712138,True
76561198006679831,False
hewl,True
76561198123074348,True
76561198123074348,True
76561198123074348,True
76561198123074348,True
76561198123074348,False
76561198123074348,True
76561198123074348,True
76561198123074348,False
76561198123074348,True
76561198123074348,True
koconut100,True
koconut100,True
CyberBlade,True
stevenlikesdicks,True
76561198080786408,True
quadruplemoney,True
quadruplemoney,True
76561198080644089,True
peoplesidiot,False
peoplesidiot,True
peoplesidiot,True
peoplesidiot,True
peoplesidiot,True
peoplesidiot,True
iareasdaft,True
b167er,True
76561198083780235,True
76561198095222559,True
huy115,True
76561198071399737,True
76561198054285764,True
76561198139694944,True
itschewz,True
76561198047901097,True
HunkHogan69,True
76561198062884956,True
76561198062884956,True
naomibby,True
76561198009498722,False
hzqBICEPS,True
76561198046190974,True
I_BBox_4_u,True
zaintheking,False
Ulrikk,True
Ulrikk,True
folkfrightsa,True
76561198070792786,False
pudjapu,True
pudjapu,True
pudjapu,True
pudjapu,True
pudjapu,True
pudjapu,True
76561198087871638,True
iampro554433,True
76561198034167696,True
nicholasd7,False
nicholasd7,True
nicholasd7,False
76561197990772718,True
HonestlyIdontcares,True
76561198095214263,True
marster1618,True
marster1618,True
marster1618,True
CancerCure,True
dugec01,True
infamouscharles,True
infamouscharles,False
76561198095297673,True
76561198088860621,True
76561198088860621,True
76561198088860621,True
76561198088860621,True
76561198088860621,True
76561198088860621,True
76561198068363182,True
sweatmore,True
76561198041240181,True
76561198041240181,True
76561198078587197,True
guidetti1,True
76561198066084140,True
76561198066084140,True
76561198066084140,True
76561198066084140,True
76561198066084140,True
76561198066084140,True
alexisbest25,True
alexisbest25,False
alexisbest25,False
alexisbest25,True
yodadda,True
yodadda,True
yodadda,False
yodadda,True
yodadda,False
yodadda,False
yodadda,True
yodadda,True
itscriddle,True
itscriddle,True
iVerse,True
ironcass,True
ironcass,True
ironcass,True
ironcass,True
ironcass,True
ironcass,True
ironcass,True
ironcass,False
76561198044586193,True
JosephBarrett,True
76561198155610749,True
jinmanabe,True
Jaberley,True
Jaberley,True
Jaberley,True
thelostwolf,True
thelostwolf,True
keiran1,True
jadaik,True
jadaik,True
jadaik,True
76561198099036584,True
76561198099036584,True
76561198049901169,True
Jamessss,True
Jamessss,True
JamsL33T,True
76561198042113307,True
Memphis__,True
Jaxon1049,True
Jaxon1049,True
76561198055262214,False
76561198055365037,True
idonothack,True
idonothack,True
76561198062417966,True
76561198062417966,False
76561198062417966,True
76561198062417966,True
76561198062417966,True
76561198041845214,True
76561198041845214,True
76561198041845214,True
76561198041845214,True
76561198041845214,False
76561198041845214,False
76561198041845214,True
76561198079495006,True
geckglobal,True
geckglobal,True
NotVengeance,False
76561198037540189,True
76561198070993687,True
76561198115194725,True
2ZESTY4ME,False
2ZESTY4ME,True
2ZESTY4ME,True
2ZESTY4ME,False
76561198081148689,True
76561198081148689,True
76561198018552349,True
76561198018552349,True
76561198018552349,True
76561198053060832,True
Joshman106,True
91221301,True
91221301,True
91221301,True
Terencio,True
2ik4tf,True
76561198077432581,True
76561198077432581,False
76561198077432581,True
76561198055604266,True
76561198055604266,False
76561198055604266,True
RichmondDaGamer,True
THEHITMONKEY,True
THEHITMONKEY,True
76561198046170033,True
jukianinja,False
jukianinja,True
76561198061493090,True
76561198036171355,True
76561198036171355,True
76561198036171355,True
76561198036171355,True
76561198036171355,True
76561198036171355,True
mrpoo2,True
mrpoo2,True
mrpoo2,False
mrpoo2,True
76561198043276814,True
76561198107506517,True
kaepora0gaebora,True
iloveyouus,True
KappaKaiju,True
kappa_chino,True
KappaSJ,True
kards,True
ownageog,True
r3koil,False
r3koil,True
r3koil,True
r3koil,True
76561198026604616,True
Kayndarr,True
kaysmart,True
KSAC,True
KSAC,True
76561198066012786,True
76561198088808564,True
76561198088808564,True
Delicous_Cookies,True
Delicous_Cookies,True
Delicous_Cookies,True
Delicous_Cookies,True
76561198105473254,True
fuckchu,True
