user_id,item_id
76561197989175394,216250
76561197989175394,218620
76561197989175394,252490
76561197989175394,221100
76561197989175394,209650
76561197989175394,209660
76561197989175394,227700
76561197989175394,227940
76561197989175394,39120
76561197989175394,356370
76561197989175394,505040
76561198058706736,2620
76561198058706736,2630
76561198058706736,2640
76561198058706736,7670
76561198058706736,409710
76561198058706736,4700
76561198058706736,550
76561198058706736,223530
76561198058706736,47810
76561198058706736,34330
76561198058706736,205790
76561198058706736,231060
76561198058706736,8870
76561198058706736,214950
76561198058706736,241930
76561198058706736,8850
76561198058706736,409720
76561198058706736,292030
76561198058706736,364360
76561198058706736,385760
76561198066840831,12210
76561198066840831,24010
76561198066840831,227300
76561198066840831,11020
76561198066840831,287980
76561198066840831,295270
76561198066840831,314160
fullswag0to100realquick,240
fullswag0to100realquick,550
fullswag0to100realquick,223530
fullswag0to100realquick,22370
fullswag0to100realquick,105600
fullswag0to100realquick,9200
fullswag0to100realquick,730
fullswag0to100realquick,205790
fullswag0to100realquick,218740
fullswag0to100realquick,4920
fullswag0to100realquick,203160
fullswag0to100realquick,218230
fullswag0to100realquick,209160
fullswag0to100realquick,209170
fullswag0to100realquick,295110
fullswag0to100realquick,362300
fullswag0to100realquick,433850
fullswag0to100realquick,439700
fullswag0to100realquick,304930
fullswag0to100realquick,314160
fullswag0to100realquick,305620
fullswag0to100realquick,377160
fullswag0to100realquick,424280
fullswag0to100realquick,48000
76561198102121026,338170
A_Je_100,105600
A_Je_100,212680
A_Je_100,107100
A_Je_100,220780
A_Je_100,208090
A_Je_100,236390
A_Je_100,265630
A_Je_100,211820
A_Je_100,367540
A_Je_100,238460
A_Je_100,304930
A_Je_100,238590
A_Je_100,409160
magicalpony,109600
magicalpony,207230
magicalpony,242720
magicalpony,304050
magicalpony,9880
magicalpony,339610
76561198072468669,550
76561198072468669,223530
76561198072468669,218230
76561198072468669,236390
76561198072468669,202090
76561198072468669,271240
76561198072468669,222880
76561198072468669,304050
76561198072468669,304930
76561198072468669,333930
76561198072468669,310380
76561198072468669,273350
76561198046844795,240
76561198046844795,12210
76561198046844795,12220
76561198046844795,205790
76561198046844795,11610
76561198046844795,102700
76561198046844795,216150
76561198046844795,239220
76561198046844795,218620
76561198046844795,304930
76561198046844795,730
76561198067713802,320
76561198067713802,340
76561198067713802,360
76561198067713802,380
76561198067713802,6000
76561198067713802,22370
76561198067713802,20570
76561198067713802,72850
76561198067713802,41070
76561198067713802,205790
76561198067713802,22380
76561198067713802,91330
76561198067713802,219640
76561198067713802,232210
76561198067713802,51100
76561198067713802,218230
76561198067713802,230410
76561198067713802,238960
76561198067713802,209870
76561198067713802,239660
76561198067713802,265630
76561198067713802,42160
76561198067713802,263540
76561198067713802,21980
76561198067713802,204450
76561198067713802,242860
76561198067713802,239030
76561198067713802,22100
76561198067713802,48700
76561198067713802,48720
76561198067713802,201810
76561198067713802,301520
76561198067713802,304930
76561198067713802,305260
76561198067713802,291480
76561198067713802,312990
76561198067713802,227940
76561198067713802,314420
76561198067713802,730
76561198067713802,346110
76561198067713802,407530
76561198067713802,349480
76561198067713802,4570
76561198067713802,4580
76561198067713802,9310
76561198067713802,9450
alansiulun,12120
alansiulun,12250
alansiulun,22300
alansiulun,7520
alansiulun,34330
alansiulun,48000
alansiulun,202170
alansiulun,207890
alansiulun,7510
alansiulun,34870
alansiulun,224220
alansiulun,242860
alansiulun,242920
alansiulun,253900
alansiulun,253940
alansiulun,231670
alansiulun,242460
alansiulun,242480
alansiulun,260230
alansiulun,265930
alansiulun,211820
alansiulun,367540
alansiulun,284950
alansiulun,286360
alansiulun,287100
alansiulun,295930
alansiulun,301520
alansiulun,303470
alansiulun,304930
alansiulun,227940
alansiulun,295270
alansiulun,282070
alansiulun,343360
alansiulun,348020
alansiulun,255710
alansiulun,357470
alansiulun,378120
alansiulun,403570
alansiulun,105450
alansiulun,221380
alansiulun,355950
alansiulun,414070
alansiulun,431990
alansiulun,434010
alansiulun,482730
alansiulun,482750
alansiulun,385760
76561198164545985,291210
76561198164545985,205790
76561198164545985,730
76561198164545985,339610
76561198036955150,240
76561198036955150,300
76561198036955150,320
76561198036955150,340
76561198036955150,42700
76561198036955150,42710
76561198036955150,41070
76561198036955150,111600
76561198036955150,8870
76561198036955150,34870
76561198036955150,231430
76561198036955150,218620
76561198036955150,201810
76561198036955150,301520
76561198036955150,302830
76561198036955150,730
76561198036955150,301640
76561198036955150,349700
76561198036955150,350080
76561198036955150,232090
76561198036955150,232150
76561198036955150,391460
76561198036955150,311210
76561198036955150,273350
AncientBlade,17480
AncientBlade,204180
AncientBlade,113200
AncientBlade,201790
AncientBlade,51100
AncientBlade,99900
AncientBlade,230410
AncientBlade,234310
AncientBlade,301520
AncientBlade,304930
AncientBlade,258160
AncientBlade,205790
AncientBlade,323370
AncientBlade,330760
AncientBlade,335240
AncientBlade,343630
AncientBlade,346900
AncientBlade,353130
AncientBlade,354640
AncientBlade,356310
AncientBlade,363970
AncientBlade,369400
AncientBlade,360480
76561198065064829,10500
76561198065064829,6000
76561198065064829,205790
76561198065064829,219640
76561198065064829,232210
76561198065064829,47410
76561198065064829,730
76561198065064829,333930
76561198065064829,292030
76561198065064829,310380
aarcanicuss,47810
aarcanicuss,105600
aarcanicuss,205790
aarcanicuss,208580
aarcanicuss,212680
aarcanicuss,238960
aarcanicuss,265630
aarcanicuss,216150
aarcanicuss,265930
aarcanicuss,211820
aarcanicuss,367540
aarcanicuss,222900
aarcanicuss,301520
aarcanicuss,304930
aarcanicuss,316010
aarcanicuss,730
aarcanicuss,346110
aarcanicuss,407530
aarcanicuss,394970
aarcanicuss,452780
aarcanicuss,474750
mestuajix2,43110
mestuajix2,218740
mestuajix2,230410
mestuajix2,550
mestuajix2,223530
mestuajix2,35450
mestuajix2,236830
mestuajix2,333930
ArmouredForBattle,108800
ArmouredForBattle,730
ArmouredForBattle,219640
ArmouredForBattle,232210
ArmouredForBattle,365670
ArmouredForBattle,324810
Boomblasty,205790
Boomblasty,730
Boomblasty,200210
Boomblasty,208090
Boomblasty,214420
Boomblasty,237310
Boomblasty,226320
Boomblasty,301520
Boomblasty,304930
Boomblasty,333930
Boomblasty,335330
Boomblasty,428690
76561198096064761,105600
76561198096064761,204360
76561198096064761,218130
76561198096064761,99900
76561198096064761,206210
76561198096064761,224260
76561198096064761,239220
76561198096064761,49520
76561198096064761,291210
76561198096064761,304050
76561198096064761,304930
76561198096064761,205790
76561198052003136,4760
76561198052003136,550
76561198052003136,223530
76561198052003136,219640
76561198052003136,232210
76561198052003136,99900
76561198052003136,109400
76561198052003136,230410
76561198052003136,236390
76561198052003136,238960
76561198052003136,222900
76561198052003136,271590
76561198052003136,273110
76561198052003136,225840
76561198052003136,282440
76561198052003136,304050
76561198052003136,224600
76561198052003136,312280
76561198052003136,291480
76561198052003136,227940
76561198052003136,316010
76561198052003136,258160
76561198052003136,223650
76561198052003136,349700
76561198052003136,306130
76561198052003136,373700
76561198052003136,273350
helvisavillon,205790
helvisavillon,372000
moriceplease,220
moriceplease,240
moriceplease,320
moriceplease,340
moriceplease,300
moriceplease,10
moriceplease,30
moriceplease,40
moriceplease,60
moriceplease,80
moriceplease,100
moriceplease,550
moriceplease,223530
moriceplease,205790
moriceplease,730
moriceplease,63380
moriceplease,221380
moriceplease,323370
moriceplease,8980
moriceplease,49520
76561197970168558,10
76561197970168558,80
76561197970168558,100
76561197970168558,220
76561197970168558,240
76561197970168558,320
76561197970168558,340
76561197970168558,300
76561197970168558,4230
76561197970168558,360
76561197970168558,380
76561197970168558,400
76561197970168558,420
76561197970168558,17300
76561197970168558,17330
76561197970168558,17340
76561197970168558,500
76561197970168558,24860
76561197970168558,24840
76561197970168558,550
76561197970168558,223530
76561197970168558,40100
76561197970168558,24960
76561197970168558,34270
76561197970168558,91600
76561197970168558,65800
76561197970168558,9350
76561197970168558,9420
76561197970168558,207610
76561197970168558,220240
76561197970168558,252490
76561197970168558,205790
76561197970168558,730
76561198218877443,273110
76561198218877443,730
76561198218877443,386360
76561197994407780,240
76561197994407780,300
76561197994407780,320
76561197994407780,340
76561197994407780,220
76561197994407780,360
76561197994407780,380
76561197994407780,400
76561197994407780,420
76561197994407780,10540
76561197994407780,15620
76561197994407780,10180
76561197994407780,10190
76561197994407780,20570
76561197994407780,42700
76561197994407780,42710
76561197994407780,56400
76561197994407780,205790
76561197994407780,206210
76561197994407780,222900
76561197994407780,333930
76561198071872532,550
76561198071872532,223530
76561198071872532,200260
76561198071872532,108800
76561198071872532,205790
76561198071872532,17080
76561198071872532,113420
76561198071872532,206210
76561198071872532,212800
76561198071872532,223710
76561198071872532,224260
76561198071872532,253710
76561198071872532,253980
76561198071872532,273110
76561198071872532,302830
76561198071872532,304930
76561198071872532,291480
76561198071872532,312990
76561198071872532,317470
76561198071872532,730
76561198071872532,335330
76561198071872532,380840
76561198071872532,291550
76561198071872532,391460
76561198071872532,393410
76561198071872532,319630
76561198083661294,205790
76561198018560501,240
76561198018560501,4580
76561198018560501,10500
76561198018560501,15620
76561198018560501,8170
76561198018560501,34600
76561198018560501,12840
76561198018560501,34030
76561198018560501,45300
76561198018560501,20570
76561198018560501,48110
76561198018560501,49800
76561198018560501,32500
76561198018560501,91800
76561198018560501,56400
76561198018560501,105600
76561198018560501,55150
76561198018560501,70600
76561198018560501,98600
76561198018560501,205790
76561198018560501,34330
76561198018560501,99900
76561198018560501,211500
76561198018560501,236390
76561198018560501,42160
76561198018560501,223750
76561198018560501,220200
76561198018560501,244850
76561198018560501,239030
76561198018560501,214950
76561198018560501,107410
76561198018560501,264710
76561198018560501,306020
76561198018560501,311310
76561198018560501,312990
76561198018560501,227940
76561198018560501,730
76561198018560501,230290
76561198018560501,346010
76561198018560501,367450
76561198018560501,244050
76561198018560501,376870
76561198018560501,387990
76561198018560501,466910
76561198087471896,219870
76561198087471896,230410
76561198087471896,236390
76561198087471896,271290
76561198087471896,253710
76561198087471896,273110
76561198087471896,301520
76561198087471896,304930
76561198087471896,205790
76561198087471896,730
76561198087471896,333930
76561198087471896,386360
76561198087471896,236110
76561198082863312,205790
76561198082863312,218230
76561198082863312,230410
76561198082863312,226320
76561198082863312,304930
76561198082863312,335240
76561198082863312,340460
76561198082863312,444090
BlackHeart,240
BlackHeart,320
BlackHeart,340
BlackHeart,220
BlackHeart,360
BlackHeart,380
BlackHeart,42680
BlackHeart,42690
BlackHeart,218230
BlackHeart,251570
BlackHeart,263280
BlackHeart,367690
BlackHeart,233290
BlackHeart,205790
BlackHeart,287450
BlackHeart,352950
BlackHeart,377160
76561198070259755,220
76561198070259755,340
76561198070259755,400
76561198070259755,10180
76561198070259755,10190
76561198070259755,40800
76561198070259755,620
76561198070259755,50300
76561198070259755,730
76561198070259755,224760
76561198070259755,287700
76561198047032085,205790
76561198047032085,730
kafugax,730
kafugax,205790
kafugax,99900
kafugax,109600
kafugax,200210
kafugax,230410
kafugax,236390
kafugax,238960
kafugax,237310
kafugax,224260
kafugax,245550
kafugax,343450
kafugax,246280
kafugax,264380
kafugax,259530
kafugax,270170
kafugax,550
kafugax,223530
kafugax,304050
kafugax,304930
kafugax,215080
kafugax,227940
kafugax,323850
kafugax,326480
kafugax,331470
kafugax,332070
kafugax,273350
76561198053917005,22370
76561198053917005,105600
76561198053917005,42680
76561198053917005,42690
76561198053917005,72850
76561198053917005,201790
76561198053917005,49520
76561198053917005,202970
76561198053917005,202990
76561198053917005,212910
76561198053917005,99900
76561198053917005,208090
76561198053917005,230410
76561198053917005,236390
76561198053917005,263500
76561198053917005,39120
76561198053917005,214420
76561198053917005,42160
76561198053917005,239220
76561198053917005,263540
76561198053917005,6880
76561198053917005,8190
76561198053917005,218620
76561198053917005,293540
76561198053917005,301520
76561198053917005,304050
76561198053917005,304930
76561198053917005,291480
76561198053917005,227940
76561198053917005,222900
76561198053917005,205790
76561198053917005,323370
76561198053917005,238590
76561198053917005,325730
76561198053917005,730
76561198053917005,333930
76561198053917005,345520
76561198053917005,346110
76561198053917005,407530
76561198053917005,346900
76561198053917005,363970
76561198053917005,311210
76561198053917005,366844
76561198053917005,371570
76561198053917005,377160
76561198053917005,380360
76561198053917005,383080
76561198053917005,385770
76561198053917005,391730
76561198053917005,299360
76561198053917005,236110
76561198053917005,280790
76561198053917005,414730
76561198053917005,438040
76561198053917005,438680
76561198053917005,440740
bobcookies69,205790
bobcookies69,230410
bobcookies69,236390
bobcookies69,346900
bobcookies69,519140
76561197978008006,10
76561197978008006,80
76561197978008006,100
76561197978008006,220
76561197978008006,240
76561197978008006,280
76561197978008006,320
76561197978008006,340
76561197978008006,360
76561197978008006,61500
76561197978008006,61510
76561197978008006,61520
76561197978008006,61530
76561197978008006,33910
76561197978008006,33930
76561197978008006,65700
76561197978008006,65720
76561197978008006,65780
76561197978008006,65790
76561197978008006,107430
76561197978008006,219540
76561197978008006,218230
76561197978008006,218310
76561197978008006,223710
76561197978008006,271290
76561197978008006,218450
76561197978008006,219700
76561197978008006,224580
76561197978008006,107410
76561197978008006,286160
76561197978008006,227940
76561197978008006,205790
76561197978008006,226840
76561198036974255,3830
76561198036974255,1250
76561198036974255,35420
76561198036974255,8980
76561198036974255,90500
76561198036974255,21100
76561198036974255,42910
76561198036974255,620
76561198036974255,22350
76561198036974255,16450
76561198036974255,32800
76561198036974255,107100
76561198036974255,63000
76561198036974255,65800
76561198036974255,41070
76561198036974255,205790
76561198036974255,48000
76561198036974255,21170
76561198036974255,206210
76561198036974255,207650
76561198036974255,50650
76561198036974255,200260
76561198036974255,212680
76561198036974255,35140
76561198036974255,730
76561198036974255,214360
76561198036974255,234740
76561198036974255,215510
76561198036974255,204300
76561198036974255,209540
76561198036974255,214560
76561198036974255,206440
76561198036974255,200710
76561198036974255,219640
76561198036974255,232210
76561198036974255,4920
76561198036974255,221260
76561198036974255,218680
76561198036974255,223390
76561198036974255,35720
76561198036974255,218130
76561198036974255,109600
76561198036974255,208090
76561198036974255,213650
76561198036974255,230410
76561198036974255,238960
76561198036974255,217750
76561198036974255,218170
76561198036974255,232450
76561198036974255,226320
76561198036974255,239220
76561198036974255,225260
76561198036974255,218060
76561198036974255,226740
76561198036974255,227080
76561198036974255,227680
76561198036974255,233720
76561198036974255,224760
76561198036974255,222730
76561198036974255,242110
76561198036974255,224060
76561198036974255,201420
76561198036974255,237530
76561198036974255,248630
76561198036974255,218620
76561198036974255,214550
76561198036974255,222900
76561198036974255,9350
76561198036974255,9420
76561198036974255,39650
76561198036974255,55110
76561198036974255,39690
76561198036974255,65530
76561198036974255,214870
76561198036974255,18000
76561198036974255,18040
76561198036974255,18050
76561198036974255,18020
76561198036974255,18070
76561198036974255,293260
76561198036974255,295550
76561198036974255,306830
76561198036974255,316010
76561198036974255,323370
76561198036974255,235540
76561198036974255,232090
76561198036974255,232150
76561198036974255,377160
76561198036974255,386360
76561198036974255,236110
76561198036974255,244930
76561198039236799,240
76561198039236799,4760
76561198039236799,7940
76561198039236799,35140
76561198039236799,8980
76561198039236799,47870
76561198039236799,42910
76561198039236799,105600
76561198039236799,200960
76561198039236799,200980
76561198039236799,200990
76561198039236799,201000
76561198039236799,201010
76561198039236799,72850
76561198039236799,205790
76561198039236799,11020
76561198039236799,211500
76561198039236799,212070
76561198039236799,218230
76561198039236799,202090
76561198039236799,273110
76561198039236799,365720
CAPTAINVRITRAS,20570
CAPTAINVRITRAS,56400
CAPTAINVRITRAS,205790
CAPTAINVRITRAS,109600
CAPTAINVRITRAS,212500
CAPTAINVRITRAS,206480
CAPTAINVRITRAS,215080
CAPTAINVRITRAS,730
CapyOfficial,33910
CapyOfficial,6060
CapyOfficial,105600
CapyOfficial,205790
CapyOfficial,208090
CapyOfficial,218230
CapyOfficial,230410
CapyOfficial,265630
CapyOfficial,271290
CapyOfficial,252950
CapyOfficial,295110
CapyOfficial,362300
CapyOfficial,433850
CapyOfficial,439700
CapyOfficial,304930
CapyOfficial,313120
CapyOfficial,227940
CapyOfficial,730
CapyOfficial,333930
CapyOfficial,389570
76561198060576252,34030
76561198060576252,72850
76561198060576252,34330
76561198060576252,205790
76561198060576252,218230
76561198060576252,239660
76561198060576252,273110
76561198060576252,209650
76561198060576252,209660
azkhernan123,10
azkhernan123,80
azkhernan123,100
azkhernan123,205790
azkhernan123,230410
azkhernan123,304930
azkhernan123,291480
azkhernan123,315640
bobjames1234,34330
bobjames1234,620
bobjames1234,236390
bobjames1234,211820
bobjames1234,367540
bobjames1234,225840
76561198283109848,220
76561198283109848,340
76561198283109848,6060
76561198283109848,37700
76561198283109848,34030
76561198283109848,70900
76561198283109848,64000
76561198283109848,34330
76561198283109848,204360
76561198283109848,212070
76561198283109848,218230
76561198283109848,230410
76561198283109848,246280
76561198283109848,273110
76561198283109848,225840
76561198283109848,304050
76561198283109848,9900
76561198283109848,291480
76561198283109848,227940
76561198283109848,333930
76561198283109848,386360
76561198283109848,291550
76561198283109848,390670
76561198283109848,434570
76561197994523427,220
76561197994523427,320
76561197994523427,340
76561197994523427,360
76561197994523427,380
76561197994523427,400
76561197994523427,420
76561197994523427,213670
76561197994523427,242640
76561197994523427,325600
chronoris,105600
chronoris,107100
chronoris,6100
chronoris,113200
chronoris,200260
chronoris,205790
chronoris,99910
chronoris,200210
chronoris,230410
chronoris,236390
chronoris,238960
chronoris,209870
chronoris,202090
chronoris,239220
chronoris,266210
chronoris,211820
chronoris,367540
chronoris,269210
chronoris,550
chronoris,223530
chronoris,225840
chronoris,304050
chronoris,304930
chronoris,291480
chronoris,227940
chronoris,323370
chronoris,730
chronoris,333930
chronoris,346900
chronoris,352700
chronoris,372800
chronoris,375950
chronoris,380600
chronoris,386360
chronoris,291550
chronoris,404410
chronoris,407530
chronoris,431240
chronoris,436150
chronoris,264240
chronoris,437900
chronoris,310380
chronoris,420790
chronoris,448570
chronoris,449140
chronoris,473770
chronoris,314010
chronoris,502550
chronoris,512470
chronoris,521570
76561198080622032,109600
76561198080622032,212070
76561198080622032,218230
76561198080622032,230410
76561198080622032,39120
76561198080622032,265630
76561198080622032,271290
76561198080622032,206500
76561198080622032,550
76561198080622032,223530
76561198080622032,282350
76561198080622032,301520
76561198080622032,304050
76561198080622032,304930
76561198080622032,291480
76561198080622032,215080
76561198080622032,227940
76561198080622032,316390
76561198080622032,299360
76561198018913829,220
76561198018913829,320
76561198018913829,340
76561198018913829,360
76561198018913829,380
76561198018913829,400
76561198018913829,420
76561198018913829,22330
76561198018913829,24780
76561198018913829,22380
76561198018913829,620
76561198018913829,20920
76561198018913829,72850
76561198018913829,8870
76561198018913829,268850
76561198018913829,287700
76561198018913829,377160
76561198074561107,2200
76561198074561107,2350
76561198074561107,42680
76561198074561107,42690
76561198074561107,108800
76561198074561107,730
76561198074561107,200710
76561198074561107,205790
76561198074561107,251570
76561198074561107,252950
76561198074561107,346900
76561198074561107,381210
76561198074561107,105450
76561198074561107,221380
76561198074561107,355950
76561198005413640,240
76561198005413640,300
76561198005413640,320
76561198005413640,340
76561198005413640,500
76561198005413640,10180
76561198005413640,10190
76561198005413640,18110
76561198005413640,550
76561198005413640,223530
76561198005413640,10680
76561198005413640,400
76561198005413640,33910
76561198005413640,33930
76561198005413640,219540
76561198005413640,730
76561198005413640,282070
76561198005413640,214950
76561198005413640,364360
76561198093387021,205790
76561198093387021,250900
coreytheawesomest,4540
coreytheawesomest,4550
coreytheawesomest,475150
coreytheawesomest,4560
coreytheawesomest,228200
coreytheawesomest,9340
coreytheawesomest,550
coreytheawesomest,223530
coreytheawesomest,42910
coreytheawesomest,91600
coreytheawesomest,65800
coreytheawesomest,205790
coreytheawesomest,4570
coreytheawesomest,4580
coreytheawesomest,9310
coreytheawesomest,9450
coreytheawesomest,15620
coreytheawesomest,20570
coreytheawesomest,56400
coreytheawesomest,219640
coreytheawesomest,232210
coreytheawesomest,4920
coreytheawesomest,55230
coreytheawesomest,201790
coreytheawesomest,224540
coreytheawesomest,226320
coreytheawesomest,221380
coreytheawesomest,252490
coreytheawesomest,252950
coreytheawesomest,730
coreytheawesomest,402180
cosmicguy22,205790
cosmicguy22,212680
cosmicguy22,49520
cosmicguy22,51100
cosmicguy22,109600
cosmicguy22,209710
cosmicguy22,212500
cosmicguy22,230410
