item_id,recommend,review,posted,publisher
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2012,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2012,Valve
730,True,2,2012,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2012,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2013,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
730,True,2,2012,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2016,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2015,Valve
730,True,2,2014,Valve
730,True,2,2014,Valve
